126.666664,20000.0,196.85,195.85,194.85,116.85,false
253.33333,20000.0,195.91,194.91,193.91,115.91,false
380.0,20000.0,194.81,193.81,192.81,114.81,false
506.66666,20000.0,193.35,192.35,191.35,113.35,false
633.3333,20000.0,191.83,190.83,189.83,111.83,false
760.0,20000.0,190.68,189.68,188.68,110.68,false
886.6667,20000.0,189.99,188.99,187.99,109.99,false
1013.3333,20000.0,189.89,188.89,187.89,109.89,false
1140.0,20000.0,190.7,188.47,187.14,110.71,false
1266.6666,20000.0,190.29,187.32,185.99,110.29,false
1393.3334,20000.0,189.18,185.91,184.53,109.18,false
1520.0,20000.0,188.39,184.8,183.16,108.39,false
1646.6666,20000.0,186.25,183.98,182.22,106.25,false
1773.3334,20000.0,183.69,182.64,180.92,103.69,false
1900.0,20000.0,182.46,180.89,179.16,102.46,false
2026.6666,20000.0,181.39,178.82,176.31,101.39,false
2153.3333,20000.0,179.75,175.86,171.79,99.75,false
2280.0,20000.0,178.08,173.81,168.98,98.077,false
2406.6667,20000.0,177.34,174.36,171.07,97.337,false
2533.3333,20000.0,177.3,175.49,173.57,97.296,false
2660.0,20000.0,177.44,175.74,173.97,97.441,false
2786.6667,20000.0,178.87,176.56,174.74,98.874,false
2913.3333,20000.0,178.7,177.07,175.24,98.701,false
3040.0,20000.0,178.52,176.96,175.15,98.519,false
3166.6667,20000.0,178.56,176.73,174.91,98.56,false
3293.3333,20000.0,178.56,176.77,174.94,98.56,false
3420.0,20000.0,178.57,176.85,175.02,98.568,false
3546.6667,20000.0,178.62,176.98,175.14,98.622,false
3673.3333,20000.0,179.21,177.29,175.43,99.208,false
3800.0,20000.0,181.95,178.55,176.35,101.95,false
3926.6667,20000.0,182.35,180.09,177.88,102.35,false
4053.3333,20000.0,182.98,180.65,178.73,102.98,false
4180.0,20000.0,183.34,181.23,179.33,103.34,false
4306.6665,20000.0,183.53,181.68,179.76,103.53,false
4433.3335,20000.0,184.13,182.38,180.44,104.13,false
4560.0,20000.0,183.76,182.76,181.18,103.76,false
4686.6665,20000.0,184.49,183.49,181.52,104.49,false
4813.3335,20000.0,185.6,183.86,181.86,105.6,false
4940.0,20000.0,188.16,184.85,182.59,108.16,false
5066.6665,20000.0,191.34,186.03,183.38,111.34,false
5193.3335,20000.0,193.3,188.06,184.92,113.3,false
5320.0,20000.0,197.52,191.54,188.01,117.52,false
5446.6665,20000.0,201.62,194.86,191.0,121.62,false
5573.3335,20000.0,202.4,197.54,194.35,122.4,false
5700.0,20000.0,203.2,199.37,197.12,123.2,false
5826.6665,20000.0,205.01,200.81,198.56,125.01,false
5953.3335,20000.0,206.21,202.32,200.04,126.21,false
6080.0,20000.0,206.54,203.41,201.1,126.54,false
6206.6665,20000.0,206.35,203.47,201.13,126.35,false
6333.3335,20000.0,206.55,203.12,200.75,126.55,false
6460.0,20000.0,205.58,202.08,199.68,125.58,false
6586.6665,20000.0,203.44,200.83,198.4,123.44,false
6713.3335,20000.0,202.08,199.28,196.81,122.08,false
6840.0,20000.0,200.17,197.18,194.67,120.17,false
6966.6665,20000.0,196.93,195.42,192.87,116.93,false
7093.3335,20000.0,194.91,193.05,190.46,114.91,false
7220.0,20000.0,193.22,190.53,187.88,113.22,false
7346.6665,20000.0,190.95,189.2,186.51,110.95,false
7473.3335,20000.0,188.53,187.37,184.62,108.53,false
7600.0,20000.0,185.75,183.69,180.25,105.75,false
7726.6665,20000.0,182.29,179.96,175.58,102.29,false
7853.3335,20000.0,182.1,177.92,173.03,102.1,false
7980.0,20000.0,187.28,181.37,176.89,107.28,false
8106.6665,20000.0,193.15,187.37,183.62,113.15,false
8233.333,20000.0,195.77,191.42,187.98,115.77,false
8360.0,20000.0,197.74,194.4,191.13,117.74,false
8486.667,20000.0,200.75,197.23,193.9,120.75,false
8613.333,20000.0,203.42,199.05,195.65,123.42,false
