126.666664,20000.0,194.85
253.33333,20000.0,193.91
380.0,20000.0,192.81
506.66666,20000.0,191.35
633.3333,20000.0,189.83
760.0,20000.0,188.68
886.6667,20000.0,187.99
1013.3333,20000.0,187.89
1140.0,20000.0,187.14
1266.6666,20000.0,185.99
1393.3334,20000.0,184.53
1520.0,20000.0,183.16
1646.6666,20000.0,182.22
1773.3334,20000.0,180.92
1900.0,20000.0,179.16
2026.6666,20000.0,176.31
2153.3333,20000.0,171.79
2280.0,20000.0,168.98
2406.6667,20000.0,171.07
2533.3333,20000.0,173.57
2660.0,20000.0,173.97
2786.6667,20000.0,174.74
2913.3333,20000.0,175.24
3040.0,20000.0,175.15
3166.6667,20000.0,174.91
3293.3333,20000.0,174.94
3420.0,20000.0,175.02
3546.6667,20000.0,175.14
3673.3333,20000.0,175.43
3800.0,20000.0,176.35
3926.6667,20000.0,177.88
4053.3333,20000.0,178.73
4180.0,20000.0,179.33
4306.6665,20000.0,179.76
4433.3335,20000.0,180.44
4560.0,20000.0,181.18
4686.6665,20000.0,181.52
4813.3335,20000.0,181.86
4940.0,20000.0,182.59
5066.6665,20000.0,183.38
5193.3335,20000.0,184.92
5320.0,20000.0,188.01
5446.6665,20000.0,191.0
5573.3335,20000.0,194.35
5700.0,20000.0,197.12
5826.6665,20000.0,198.56
5953.3335,20000.0,200.04
6080.0,20000.0,201.1
6206.6665,20000.0,201.13
6333.3335,20000.0,200.75
6460.0,20000.0,199.68
6586.6665,20000.0,198.4
6713.3335,20000.0,196.81
6840.0,20000.0,194.67
6966.6665,20000.0,192.87
7093.3335,20000.0,190.46
7220.0,20000.0,187.88
7346.6665,20000.0,186.51
7473.3335,20000.0,184.62
7600.0,20000.0,180.25
7726.6665,20000.0,175.58
7853.3335,20000.0,173.03
7980.0,20000.0,176.89
8106.6665,20000.0,183.62
8233.333,20000.0,187.98
8360.0,20000.0,191.13
8486.667,20000.0,193.9
8613.333,20000.0,195.65
8740.0,20000.0,197.36
8866.667,20000.0,198.56
8993.333,20000.0,198.49
9120.0,20000.0,197.42
9246.667,20000.0,194.95
